time,frequency,confidence
10.490,1964.438,0.019470
10.500,978.469,0.007164
10.510,1956.463,0.003806
10.520,1960.587,0.006730
10.530,1966.692,0.007137
10.540,1960.108,0.002867
10.550,975.571,0.004933
10.560,978.034,0.008950
10.570,1961.506,0.015492
10.580,1958.452,0.009301
10.590,1952.238,0.003049
10.600,971.996,0.005984
10.610,973.143,0.011564
10.620,1951.100,0.009608
10.630,1961.122,0.011933
10.640,1960.193,0.005156
10.650,1955.006,0.007664
10.660,1954.530,0.010153
10.670,1953.695,0.013285
10.680,1975.725,0.028983
10.690,1975.627,0.014856
10.700,1970.249,0.006575
10.710,1399.096,0.005061
10.720,1966.868,0.005536
10.730,1959.822,0.009478
10.740,1961.220,0.007049
10.750,1956.129,0.003642
10.760,975.607,0.004425
10.770,982.592,0.005913
10.780,1154.597,0.008622
10.790,1954.679,0.011602
10.800,1950.822,0.004272
10.810,1946.639,0.003288
10.820,1966.084,0.003708
10.830,1963.913,0.005398
10.840,1969.208,0.008523
10.850,1966.809,0.006725
10.860,972.111,0.002808
10.870,970.764,0.007834
10.880,1172.236,0.016420
10.890,1964.332,0.026894
10.900,1970.191,0.017671
10.910,1956.608,0.007342
10.920,1398.736,0.003871
10.930,1965.625,0.007115
10.940,1970.140,0.008330
10.950,1964.584,0.022686
10.960,1964.816,0.009129
10.970,1315.571,0.005442
10.980,1318.627,0.013430
10.990,1321.126,0.049613
11.000,1331.057,0.036529
11.010,1239.631,0.019422
11.020,32.294,0.016386
11.030,56.412,0.007839
11.040,56.305,0.101053
11.050,56.514,0.022686
11.060,55.748,0.001418
11.070,54.950,0.003294
11.080,1227.600,0.022213
11.090,33.746,0.021109
11.100,1850.435,0.008027
11.110,1837.644,0.009523
11.120,1311.002,0.008496
11.130,1876.763,0.004860
11.140,1961.963,0.005484
11.150,1157.910,0.012099
11.160,1840.168,0.009458
11.170,1124.932,0.006763
11.180,1122.607,0.008822
11.190,1114.554,0.012855
11.200,33.422,0.046904
11.210,32.651,0.017447
11.220,50.781,0.023797
11.230,127.603,0.009386
11.240,120.943,0.027472
11.250,120.024,0.015201
11.260,45.835,0.062296
11.270,32.233,0.031984
11.280,32.185,0.019394
11.290,39.100,0.324303
11.300,39.237,0.152708
11.310,34.404,0.319629
11.320,33.032,0.114954
11.330,32.905,0.169853
11.340,55.702,0.007868
11.350,40.330,0.048843
11.360,40.252,0.078441
11.370,32.889,0.130634
11.380,32.558,0.181851
11.390,32.539,0.199635
11.400,32.790,0.045817
11.410,32.874,0.034218
11.420,55.101,0.023645
11.430,55.842,0.034142
11.440,32.292,0.010144
11.450,33.791,0.065675
11.460,33.644,0.174745
11.470,33.358,0.185587
11.480,32.749,0.047634
11.490,33.407,0.192286
11.500,33.513,0.089851
11.510,33.119,0.056982
11.520,1315.535,0.033005
11.530,1281.048,0.033365
11.540,1244.266,0.049166
11.550,1260.668,0.024176
11.560,1320.321,0.028631
11.570,1324.797,0.048827
11.580,1322.900,0.024844
11.590,1317.994,0.019713
11.600,1311.374,0.015473
11.610,1244.697,0.053766
11.620,1243.057,0.058231
11.630,1851.324,0.035456
11.640,1835.108,0.017511
11.650,1220.261,0.008315
11.660,1851.933,0.010333
11.670,1847.702,0.013880
11.680,35.177,0.024039
11.690,35.011,0.076045
11.700,32.285,0.024575
11.710,33.404,0.053439
11.720,33.486,0.100532
11.730,1971.827,0.014465
11.740,1177.048,0.021638
11.750,48.113,0.020939
11.760,1239.321,0.014448
11.770,32.134,0.022548
11.780,32.199,0.014861
11.790,53.576,0.035415
11.800,1229.789,0.010708
11.810,1108.536,0.005648
11.820,133.363,0.007951
11.830,33.357,0.019959
11.840,32.499,0.065431
11.850,32.105,0.053926
11.860,32.254,0.024634
11.870,39.909,0.040058
11.880,37.022,0.051569
11.890,36.243,0.156008
11.900,38.460,0.092931
11.910,43.879,0.270373
11.920,44.102,0.044907
11.930,49.114,0.068194
11.940,49.363,0.373224
11.950,49.463,0.088456
11.960,53.334,0.018012
11.970,40.560,0.039938
11.980,40.439,0.261424
11.990,36.183,0.055161
12.000,999.184,0.068852
12.010,43.621,0.312222
12.020,43.351,0.628969
12.030,42.996,0.460358
12.040,34.628,0.320876
12.050,33.860,0.151425
12.060,46.438,0.107019
12.070,46.203,0.095023
12.080,32.325,0.047486
12.090,32.307,0.012780
12.100,49.566,0.032862
12.110,51.045,0.041372
12.120,51.694,0.021463
12.130,51.710,0.111299
12.140,32.516,0.122763
12.150,32.537,0.440868
12.160,32.508,0.421768
12.170,32.732,0.134630
12.180,52.563,0.073819
12.190,52.029,0.164117
12.200,51.555,0.199304
12.210,36.264,0.285678
12.220,36.113,0.432358
12.230,36.651,0.109638
12.240,36.892,0.040747
12.250,35.380,0.124230
12.260,44.978,0.072645
12.270,34.707,0.368776
12.280,34.594,0.068626
12.290,37.660,0.065500
12.300,32.453,0.015123
12.310,32.492,0.025779
12.320,32.198,0.014171
12.330,126.522,0.007271
12.340,286.147,0.010568
12.350,400.322,0.017364
12.360,364.937,0.026073
12.370,36.187,0.141320
12.380,35.991,0.592151
12.390,35.685,0.233321
12.400,34.622,0.207127
12.410,35.106,0.111202
12.420,35.639,0.314820
12.430,35.617,0.058564
12.440,33.654,0.103341
12.450,33.621,0.542066
12.460,34.284,0.536593
12.470,35.450,0.154504
12.480,38.953,0.043711
12.490,39.746,0.057358
12.500,42.025,0.093516
12.510,41.965,0.046389
12.520,33.798,0.038012
12.530,33.801,0.242313
12.540,33.128,0.073666
12.550,32.979,0.134850
12.560,33.557,0.143170
12.570,32.986,0.160231
12.580,32.105,0.101413
12.590,32.411,0.086212
12.600,33.079,0.160231
12.610,32.212,0.274491
12.620,82.999,0.004309
12.630,82.278,0.029584
12.640,32.716,0.141188
12.650,32.928,0.463823
12.660,32.915,0.415630
12.670,33.174,0.077457
12.680,39.894,0.097284
12.690,32.230,0.059623
12.700,32.345,0.074932
12.710,34.965,0.170739
12.720,34.986,0.274513
12.730,35.225,0.374836
12.740,32.226,0.082590
12.750,32.204,0.067723
12.760,32.503,0.073909
12.770,323.285,0.023052
12.780,32.883,0.021659
12.790,33.354,0.023960
12.800,34.130,0.088542
12.810,34.756,0.388206
12.820,35.313,0.054548
12.830,39.993,0.116949
12.840,40.613,0.015411
12.850,33.383,0.057204
12.860,45.903,0.067578
12.870,121.319,0.123647
12.880,39.889,0.237783
12.890,40.456,0.477703
12.900,40.433,0.071206
12.910,32.209,0.058892
12.920,32.043,0.033293
12.930,32.379,0.074932
12.940,32.878,0.039155
12.950,35.962,0.055208
12.960,36.206,0.098604
12.970,43.010,0.125327
12.980,43.408,0.067972
12.990,32.806,0.024545
13.000,32.840,0.448624
13.010,32.994,0.160432
13.020,32.852,0.070058
13.030,32.604,0.041828
13.040,33.161,0.016196
13.050,33.511,0.034510
13.060,33.203,0.046163
13.070,51.615,0.080498
13.080,51.295,0.013772
13.090,32.055,0.014257
13.100,50.665,0.023380
13.110,32.206,0.253162
13.120,32.133,0.354553
13.130,32.378,0.152574
13.140,34.235,0.405921
13.150,33.241,0.435113
13.160,33.030,0.303141
13.170,55.536,0.027301
13.180,43.853,0.057743
13.190,44.025,0.082686
13.200,34.316,0.338065
13.210,34.452,0.396738
13.220,48.473,0.029636
13.230,48.195,0.087856
13.240,36.648,0.119628
13.250,34.188,0.019540
13.260,45.141,0.052894
13.270,33.497,0.047098
13.280,35.183,0.058217
13.290,32.387,0.163808
13.300,32.360,0.266548
13.310,41.382,0.045160
13.320,41.375,0.041512
13.330,33.661,0.024646
13.340,35.350,0.047490
13.350,34.523,0.065453
13.360,33.682,0.035871
13.370,33.230,0.129008
13.380,33.447,0.357955
13.390,34.066,0.451810
13.400,34.011,0.208484
13.410,37.594,0.053683
13.420,36.774,0.246137
13.430,36.288,0.228536
13.440,35.702,0.159703
13.450,33.900,0.106387
13.460,34.457,0.508977
13.470,34.587,0.429001
13.480,34.262,0.495777
13.490,33.202,0.492773
13.500,32.981,0.242539
13.510,33.055,0.277970
13.520,33.832,0.034400
13.530,42.292,0.058936
13.540,32.269,0.105661
13.550,32.502,0.075703
13.560,32.730,0.075631
13.570,32.742,0.060327
13.580,32.796,0.027852
13.590,44.793,0.029111
13.600,356.657,0.026975
13.610,32.242,0.102103
13.620,39.175,0.071797
13.630,37.761,0.051194
13.640,34.383,0.455305
13.650,33.545,0.052296
13.660,49.245,0.011554
13.670,32.176,0.040111
13.680,32.418,0.037985
13.690,32.970,0.024215
13.700,64.227,0.028014
13.710,35.794,0.017603
13.720,1804.661,0.019471
13.730,1800.377,0.055876
13.740,51.495,0.035575
13.750,51.617,0.229979
13.760,52.041,0.488212
13.770,52.272,0.102617
13.780,1778.974,0.044664
13.790,1769.305,0.058073
13.800,1781.045,0.050698
13.810,32.936,0.038892
13.820,32.693,0.156927
13.830,32.371,0.027077
13.840,32.949,0.033625
13.850,32.876,0.031422
13.860,49.545,0.123433
13.870,49.989,0.163573
13.880,32.325,0.032764
13.890,32.396,0.007683
13.900,32.141,0.020177
13.910,1779.528,0.006181
13.920,1032.944,0.034241
13.930,396.230,0.020901
13.940,32.565,0.026548
13.950,80.681,0.051582
13.960,36.048,0.038442
13.970,401.466,0.024443
13.980,33.130,0.009021
13.990,37.770,0.014133
14.000,1313.764,0.015438
14.010,1317.379,0.019504
14.020,1311.928,0.017006
14.030,1216.259,0.013395
14.040,1852.282,0.011062
14.050,51.883,0.046880
14.060,32.041,0.026992
14.070,32.281,0.014792
14.080,32.353,0.017141
14.090,54.614,0.002059
14.100,39.803,0.003260
14.110,35.334,0.009513
14.120,34.853,0.269700
14.130,34.927,0.071246
14.140,34.240,0.045010
14.150,34.040,0.014797
14.160,32.248,0.021166
14.170,32.032,0.029873
14.180,32.214,0.189636
14.190,32.787,0.200417
14.200,33.217,0.175593
14.210,34.172,0.266960
14.220,39.387,0.110337
14.230,34.394,0.035044
14.240,78.919,0.035706
14.250,35.671,0.129222
14.260,35.498,0.141355
14.270,35.436,0.185837
14.280,35.455,0.078052
14.290,33.456,0.013747
14.300,40.636,0.028294
14.310,40.354,0.059519
14.320,40.498,0.285107
14.330,40.319,0.267416
14.340,39.980,0.123478
14.350,40.029,0.166137
14.360,40.504,0.083356
14.370,41.298,0.051363
14.380,42.260,0.037336
14.390,38.212,0.168502
14.400,38.736,0.334609
14.410,40.455,0.098719
14.420,40.292,0.089952
14.430,48.524,0.028011
14.440,49.649,0.378982
14.450,33.353,0.066851
14.460,33.956,0.827136
14.470,35.126,0.404195
14.480,32.192,0.018605
14.490,33.807,0.053191
14.500,33.955,0.346063
14.510,33.676,0.231673
14.520,33.615,0.167791
14.530,32.867,0.387924
14.540,32.812,0.539394
14.550,33.047,0.114000
14.560,42.204,0.091758
14.570,41.858,0.120757
14.580,42.020,0.036223
14.590,53.495,0.034559
14.600,52.427,0.011179
14.610,41.075,0.018386
14.620,40.785,0.573261
14.630,36.359,0.077403
14.640,36.012,0.188411
14.650,35.752,0.038554
14.660,41.303,0.054951
14.670,40.985,0.110272
14.680,193.658,0.008012
14.690,37.662,0.114287
14.700,37.628,0.273093
14.710,37.753,0.014858
14.720,40.496,0.062538
14.730,39.984,0.022574
14.740,42.221,0.076198
14.750,34.798,0.056398
14.760,34.339,0.038761
14.770,33.739,0.041769
14.780,32.786,0.061290
14.790,32.330,0.058216
14.800,40.777,0.031120
14.810,40.742,0.101442
14.820,32.498,0.087094
14.830,39.914,0.007228
14.840,35.595,0.003391
14.850,43.751,0.039119
14.860,45.144,0.040368
14.870,46.040,0.124978
14.880,51.795,0.037419
14.890,52.418,0.017502
14.900,162.939,0.027446
14.910,32.262,0.057345
14.920,32.266,0.113943
14.930,32.311,0.263333
14.940,32.847,0.267882
14.950,34.202,0.096960
14.960,34.393,0.146388
14.970,32.803,0.102782
14.980,33.432,0.151712
14.990,32.880,0.027893
15.000,35.736,0.061778
15.010,35.435,0.155695
15.020,34.710,0.393503
15.030,35.244,0.173495
15.040,33.498,0.038863
15.050,49.414,0.110538
15.060,58.470,0.060053
15.070,44.039,0.044585
15.080,43.813,0.018012
15.090,51.232,0.050918
15.100,44.456,0.037892
15.110,49.427,0.113869
15.120,55.006,0.230552
15.130,56.091,0.182910
15.140,36.813,0.206269
15.150,37.187,0.175200
15.160,36.583,0.096290
15.170,32.296,0.035608
15.180,39.105,0.061414
15.190,39.859,0.060789
15.200,34.361,0.060717
15.210,42.539,0.297771
15.220,42.238,0.264446
15.230,42.047,0.533110
15.240,32.570,0.141907
15.250,32.766,0.271667
15.260,33.030,0.067082
15.270,32.339,0.046185
15.280,32.288,0.041179
15.290,32.577,0.028621
15.300,34.899,0.116267
15.310,34.447,0.316194
15.320,32.378,0.049846
15.330,361.425,0.051879
15.340,36.765,0.082618
15.350,36.502,0.136675
15.360,34.234,0.023378
15.370,388.418,0.015784
15.380,388.913,0.043300
15.390,77.178,0.092424
15.400,39.010,0.049436
15.410,34.485,0.128309
15.420,35.123,0.360724
15.430,35.711,0.050199
15.440,65.123,0.041120
15.450,61.912,0.041881
15.460,32.211,0.022316
15.470,43.615,0.234383
15.480,43.863,0.168021
15.490,43.582,0.083966
15.500,48.636,0.270416
15.510,42.832,0.111695
15.520,32.129,0.076796
15.530,32.000,0.364950
15.540,32.125,0.106195
15.550,53.613,0.020235
15.560,1465.788,0.040672
15.570,1453.561,0.039132
15.580,81.251,0.066263
15.590,1455.663,0.103691
15.600,286.807,0.129838
15.610,54.676,0.226023
15.620,54.755,0.150798
15.630,47.443,0.055454
15.640,47.828,0.121449
15.650,32.263,0.056292
15.660,32.317,0.271341
15.670,32.459,0.200502
15.680,32.924,0.061637
15.690,32.872,0.025351
15.700,1435.967,0.012885
15.710,1436.712,0.023837
15.720,32.125,0.013228
15.730,32.247,0.075079
15.740,32.515,0.118977
15.750,32.585,0.122112
15.760,32.700,0.082810
15.770,32.810,0.095126
15.780,33.613,0.068192
15.790,34.430,0.327631
15.800,33.426,0.153927
15.810,33.171,0.078208
15.820,54.246,0.050058
15.830,34.354,0.057484
15.840,33.575,0.070453
15.850,32.324,0.110526
15.860,32.190,0.080137
15.870,32.127,0.059776
15.880,43.934,0.266817
15.890,33.611,0.068255
15.900,54.789,0.112711
15.910,54.476,0.050607
15.920,34.310,0.060628
15.930,33.925,0.096652
15.940,32.891,0.290497
15.950,32.914,0.043632
15.960,54.411,0.008590
15.970,1420.633,0.013038
15.980,54.322,0.047170
15.990,34.110,0.064186
16.000,42.525,0.012733
16.010,42.811,0.022777
16.020,1402.414,0.055902
16.030,38.704,0.146274
16.040,38.560,0.215904
16.050,32.311,0.026879
16.060,34.212,0.042989
16.070,42.462,0.116471
16.080,39.793,0.150375
16.090,39.749,0.214348
16.100,33.336,0.083531
16.110,32.357,0.111587
16.120,33.100,0.038796
16.130,55.699,0.048629
16.140,54.961,0.058623
16.150,69.465,0.052305
16.160,35.131,0.097821
16.170,36.114,0.103974
16.180,39.449,0.035875
16.190,39.560,0.017888
16.200,41.745,0.011188
16.210,43.776,0.040350
16.220,57.993,0.103012
16.230,57.322,0.041815
16.240,35.706,0.030953
16.250,35.138,0.186960
16.260,39.328,0.581633
16.270,39.249,0.582271
16.280,33.869,0.123477
16.290,33.195,0.204307
16.300,33.590,0.311433
16.310,33.269,0.065574
16.320,52.511,0.041981
16.330,53.617,0.080989
16.340,52.265,0.090963
16.350,34.397,0.095317
16.360,33.117,0.254482
16.370,33.357,0.387784
16.380,34.003,0.432484
16.390,34.129,0.611188
16.400,33.685,0.524517
16.410,33.403,0.089703
16.420,56.440,0.108050
16.430,34.099,0.094493
16.440,41.716,0.097229
16.450,40.592,0.076926
16.460,41.320,0.031720
16.470,41.255,0.048489
16.480,37.645,0.031686
16.490,36.695,0.165434
16.500,32.857,0.046190
16.510,32.801,0.281022
16.520,33.156,0.373674
16.530,43.383,0.365393
16.540,43.537,0.050731
16.550,33.768,0.023165
16.560,48.912,0.012739
16.570,49.313,0.090898
16.580,48.760,0.208401
16.590,49.177,0.125830
16.600,37.553,0.153077
16.610,35.566,0.211626
16.620,34.795,0.517461
16.630,34.455,0.417534
16.640,35.337,0.039512
16.650,35.909,0.116954
16.660,34.089,0.349576
16.670,40.307,0.070907
16.680,32.263,0.010964
16.690,43.189,0.033122
16.700,34.982,0.097441
16.710,34.389,0.439108
16.720,34.299,0.081612
16.730,32.362,0.070798
16.740,33.038,0.046404
16.750,32.573,0.046121
16.760,56.344,0.070415
16.770,33.743,0.041194
16.780,32.307,0.049757
16.790,32.977,0.013174
16.800,33.141,0.008816
16.810,1882.628,0.012921
16.820,35.319,0.048164
16.830,35.480,0.151149
16.840,43.869,0.053286
16.850,43.196,0.087320
16.860,362.933,0.052077
16.870,40.383,0.106553
16.880,40.492,0.044459
16.890,43.779,0.008853
16.900,33.831,0.030949
16.910,32.297,0.013477
16.920,32.173,0.027078
16.930,32.209,0.020354
16.940,34.650,0.180829
16.950,34.366,0.090329
16.960,34.473,0.603070
16.970,34.479,0.647806
16.980,34.073,0.482566
16.990,82.233,0.030475
17.000,82.029,0.053507
17.010,42.369,0.016620
17.020,34.542,0.067481
17.030,34.844,0.098333
17.040,316.809,0.094584
17.050,44.167,0.045755
17.060,54.450,0.015995
17.070,34.652,0.063416
17.080,33.881,0.079337
17.090,33.864,0.029382
17.100,32.912,0.007462
17.110,54.656,0.005229
17.120,34.074,0.024840
17.130,35.978,0.149370
17.140,33.499,0.008084
17.150,35.365,0.005523
17.160,35.461,0.099636
17.170,35.564,0.036563
17.180,140.389,0.002814
17.190,272.372,0.056720
17.200,271.287,0.207048
17.210,54.626,0.453443
17.220,268.751,0.490648
17.230,268.621,0.343960
17.240,278.741,0.029320
17.250,43.025,0.236324
17.260,43.015,0.123604
17.270,34.066,0.080724
17.280,32.323,0.039952
17.290,53.658,0.040971
17.300,33.237,0.005890
17.310,176.431,0.041030
17.320,174.747,0.289214
17.330,172.677,0.109858
17.340,161.876,0.136508
17.350,161.815,0.023707
17.360,34.429,0.319180
17.370,34.763,0.287550
17.380,39.810,0.034980
17.390,43.375,0.027460
17.400,52.189,0.066032
17.410,32.546,0.192030
17.420,33.021,0.194890
17.430,36.001,0.183941
17.440,35.604,0.383527
17.450,34.627,0.040091
17.460,32.240,0.045219
17.470,32.399,0.023129
17.480,39.513,0.037273
17.490,53.392,0.030118
17.500,52.263,0.116057
17.510,32.798,0.030937
17.520,33.248,0.034270
17.530,1197.605,0.006290
17.540,607.953,0.026859
17.550,1215.320,0.013370
17.560,32.876,0.009667
17.570,32.813,0.016032
17.580,33.082,0.094070
17.590,55.916,0.029950
17.600,55.379,0.014948
17.610,48.496,0.005666
17.620,33.214,0.045403
17.630,33.141,0.216140
17.640,33.166,0.486249
17.650,33.738,0.391506
17.660,34.168,0.793278
17.670,34.496,0.610940
17.680,36.130,0.158027
17.690,33.547,0.220104
17.700,33.550,0.230393
17.710,32.875,0.262009
17.720,38.842,0.015025
17.730,1814.022,0.003870
17.740,44.306,0.042976
17.750,50.212,0.034343
17.760,32.162,0.033180
17.770,54.502,0.053049
17.780,164.316,0.059191
17.790,41.836,0.013518
17.800,41.836,0.029467
17.810,40.457,0.022208
17.820,39.848,0.099665
17.830,39.869,0.048783
17.840,41.825,0.066643
17.850,41.463,0.625934
17.860,41.200,0.216120
17.870,37.006,0.083011
17.880,35.482,0.305194
17.890,34.342,0.385463
17.900,34.400,0.248968
17.910,34.452,0.041200
17.920,39.536,0.038031
17.930,33.492,0.089878
17.940,33.511,0.216579
17.950,33.519,0.325704
17.960,33.999,0.054062
17.970,32.013,0.075011
17.980,54.605,0.010765
17.990,33.900,0.087797
18.000,33.850,0.353462
18.010,34.154,0.451425
18.020,34.668,0.630436
18.030,34.750,0.746355
18.040,35.118,0.635652
18.050,35.935,0.035245
18.060,46.127,0.200308
18.070,50.978,0.227500
18.080,50.038,0.149583
18.090,48.533,0.066232
18.100,46.812,0.028444
18.110,37.270,0.038459
18.120,36.923,0.357048
18.130,36.905,0.631755
18.140,37.304,0.466775
18.150,36.308,0.033413
18.160,36.317,0.031953
18.170,40.060,0.135815
18.180,40.430,0.040644
18.190,40.839,0.018786
18.200,32.227,0.004022
18.210,35.566,0.033458
18.220,32.297,0.067744
18.230,32.905,0.090991
18.240,54.496,0.070060
18.250,46.020,0.086451
18.260,32.945,0.493973
18.270,32.431,0.025705
18.280,59.348,0.132558
18.290,32.252,0.065934
18.300,38.031,0.049690
18.310,38.095,0.078254
18.320,43.680,0.058489
18.330,43.547,0.754436
18.340,43.326,0.820645
18.350,43.108,0.320047
18.360,33.660,0.158989
18.370,33.501,0.193850
18.380,32.911,0.024500
18.390,32.604,0.039529
18.400,32.988,0.014186
18.410,32.778,0.044365
18.420,32.599,0.017424
18.430,138.578,0.032873
18.440,1786.248,0.011968
18.450,1030.791,0.013283
18.460,32.235,0.116603
18.470,32.114,0.178978
18.480,32.231,0.165270
18.490,32.732,0.238016
18.500,33.087,0.554644
18.510,32.974,0.007479
18.520,1428.591,0.004977
18.530,1729.743,0.018678
18.540,1739.618,0.033428
18.550,1736.842,0.028835
18.560,1288.320,0.081705
18.570,1288.746,0.125280
18.580,1300.392,0.090971
18.590,1304.847,0.080776
18.600,657.183,0.057438
18.610,584.978,0.024435
18.620,1149.205,0.006544
18.630,1133.367,0.005337
18.640,1474.132,0.001929
18.650,1090.719,0.001796
18.660,1088.549,0.001683
18.670,1078.986,0.001615
18.680,1072.800,0.001243
18.690,1062.180,0.001816
18.700,1060.688,0.002277
18.710,1980.182,0.005294
18.720,1983.170,0.010156
18.730,1983.466,0.013884
18.740,1975.774,0.014006
18.750,1961.901,0.018138
18.760,1954.713,0.007719
18.770,1944.990,0.003803
18.780,1943.050,0.004977
18.790,1932.507,0.003562
18.800,1921.967,0.003402
18.810,1914.569,0.003897
18.820,1408.133,0.005598
18.830,1417.177,0.003646
18.840,1926.677,0.006822
18.850,1319.974,0.009867
18.860,1945.204,0.008202
18.870,1935.081,0.019146
18.880,1895.161,0.025019
18.890,1892.352,0.009370
18.900,1255.275,0.012031
18.910,1321.970,0.005339
18.920,1321.997,0.009775
18.930,1319.374,0.036380
18.940,33.647,0.030568
18.950,33.531,0.019907
18.960,1980.781,0.025129
18.970,1345.581,0.013509
18.980,1297.858,0.015500
18.990,1291.285,0.010091
19.000,1291.651,0.034011
19.010,1291.025,0.056129
19.020,1286.301,0.027805
19.030,1290.814,0.022040
19.040,1660.111,0.038510
19.050,656.698,0.085100
19.060,656.753,0.117648
19.070,657.105,0.152045
19.080,657.537,0.111706
19.090,657.751,0.034608
19.100,579.352,0.034172
19.110,1157.645,0.015792
19.120,1150.581,0.007730
19.130,1129.245,0.002132
19.140,1119.136,0.001158
19.150,550.649,0.001082
19.160,546.282,0.001556
19.170,1072.392,0.001619
19.180,1060.950,0.001944
19.190,1057.115,0.001741
19.200,1057.216,0.001290
19.210,1983.547,0.002706
19.220,1986.108,0.012811
19.230,1988.602,0.037710
19.240,1981.245,0.034948
19.250,1969.024,0.016908
19.260,1959.731,0.007700
19.270,1940.700,0.003030
19.280,1912.631,0.004237
19.290,1887.133,0.005545
19.300,1864.826,0.003665
19.310,1854.087,0.001293
19.320,1853.250,0.000399
19.330,1794.604,0.000236
19.340,1180.598,0.001016
19.350,1169.335,0.002364
19.360,1740.582,0.006545
19.370,1722.922,0.008371
19.380,1708.997,0.010454
19.390,1696.742,0.007952
19.400,1680.921,0.006572
19.410,1661.811,0.004510
19.420,1658.814,0.002392
19.430,1118.464,0.001113
19.440,579.018,0.004300
19.450,585.871,0.014804
19.460,588.645,0.026640
19.470,589.439,0.007848
19.480,1047.832,0.008729
19.490,1044.053,0.015026
19.500,1039.741,0.018879
19.510,1033.083,0.014377
19.520,1030.083,0.007814
19.530,1966.112,0.007688
19.540,983.741,0.009362
19.550,976.793,0.016428
19.560,1448.827,0.016311
19.570,1444.875,0.011442
19.580,1449.873,0.003822
19.590,1464.736,0.005745
19.600,1474.015,0.011589
19.610,54.288,0.022796
19.620,368.945,0.009799
19.630,552.957,0.048328
19.640,553.849,0.018467
19.650,1430.209,0.005536
19.660,1963.493,0.005633
19.670,1966.926,0.011286
19.680,1967.521,0.007623
19.690,1057.677,0.004094
19.700,979.040,0.002279
19.710,1965.755,0.009028
19.720,1974.748,0.023858
19.730,1975.213,0.021358
19.740,1963.085,0.006778
19.750,979.042,0.003369
19.760,1064.029,0.006279
19.770,1960.660,0.008740
19.780,1958.230,0.014399
19.790,1957.037,0.005031
19.800,1947.278,0.004516
19.810,1953.990,0.005939
19.820,1317.942,0.007164
19.830,1316.692,0.019655
19.840,1957.283,0.022455
19.850,1954.714,0.013034
19.860,1946.103,0.009053
19.870,1956.449,0.027149
19.880,1977.217,0.078937
19.890,1972.892,0.061557
19.900,1963.287,0.015394
19.910,1411.496,0.007718
19.920,1415.261,0.005802
19.930,1965.634,0.012467
19.940,1968.631,0.012584
19.950,1953.409,0.006579
19.960,970.677,0.005676
19.970,971.265,0.007174
19.980,1169.529,0.014071
19.990,1954.559,0.008890
20.000,1949.806,0.005773
20.010,1940.664,0.004978
20.020,1951.831,0.010566
20.030,1949.622,0.022583
20.040,1970.942,0.017066
20.050,1970.828,0.019963
20.060,1970.383,0.009336
20.070,1417.731,0.007349
20.080,976.964,0.008363
20.090,1951.786,0.003910
20.100,1965.386,0.003362
20.110,1966.984,0.002270
20.120,973.673,0.002762
20.130,975.646,0.007094
20.140,986.958,0.010074
20.150,1965.261,0.007807
20.160,1962.804,0.011288
20.170,1973.565,0.012242
20.180,1975.656,0.007106
20.190,1243.962,0.012269
20.200,49.172,0.006705
20.210,32.792,0.006695
20.220,968.860,0.003380
20.230,1874.298,0.009063
20.240,54.791,0.003962
20.250,991.813,0.002325
20.260,39.879,0.014741
20.270,38.449,0.022948
20.280,1238.598,0.020232
20.290,1309.514,0.022076
20.300,1315.606,0.014192
20.310,1867.059,0.005097
20.320,35.319,0.021743
20.330,967.639,0.004436
20.340,35.390,0.001817
20.350,1301.244,0.004417
20.360,32.091,0.008711
20.370,32.087,0.019686
20.380,139.006,0.014234
20.390,42.184,0.030423
20.400,40.416,0.043494
20.410,32.495,0.068475
20.420,40.696,0.051089
20.430,44.399,0.009323
20.440,1239.794,0.013204
20.450,1232.557,0.022715
20.460,1218.185,0.023949
20.470,1196.466,0.019408
20.480,1844.894,0.018553
20.490,1972.902,0.011427
20.500,318.326,0.014270
20.510,322.711,0.032257
20.520,1163.209,0.030615
20.530,1857.415,0.026307
20.540,830.609,0.034087
20.550,1235.729,0.009110
20.560,45.731,0.089141
20.570,33.446,0.012983
20.580,32.441,0.050033
20.590,32.081,0.143247
20.600,32.100,0.058540
20.610,33.174,0.115781
20.620,33.199,0.247520
20.630,34.729,0.183783
20.640,55.503,0.026046
20.650,54.903,0.027357
20.660,46.905,0.040210
20.670,47.045,0.025961
20.680,33.426,0.026174
20.690,33.595,0.133837
20.700,33.706,0.106206
20.710,1977.299,0.048166
20.720,1965.669,0.016146
20.730,1308.052,0.015475
20.740,1225.471,0.009683
20.750,1235.285,0.007983
20.760,33.078,0.008368
20.770,32.460,0.016640
20.780,32.050,0.068968
20.790,32.208,0.066746
20.800,35.365,0.163393
20.810,34.271,0.170256
20.820,34.113,0.125081
20.830,54.080,0.213402
20.840,54.309,0.162195
20.850,54.836,0.018290
20.860,42.374,0.009138
20.870,34.329,0.057092
20.880,53.815,0.002499
20.890,52.467,0.019691
20.900,32.061,0.026323
20.910,32.174,0.073459
20.920,33.788,0.022159
20.930,33.788,0.053945
20.940,37.714,0.037947
20.950,37.942,0.056917
20.960,37.000,0.085621
20.970,35.811,0.374955
20.980,35.892,0.186710
20.990,51.032,0.018961
21.000,52.268,0.210794
21.010,33.074,0.066178
21.020,36.759,0.132001
21.030,33.689,0.205834
21.040,33.646,0.116215
