time,frequency,confidence
21.050,33.114,0.061935
21.060,32.374,0.082428
21.070,32.429,0.039106
21.080,33.136,0.009404
21.090,33.234,0.042654
21.100,33.298,0.060257
21.110,35.684,0.116615
21.120,35.478,0.081219
21.130,32.407,0.034418
21.140,94.753,0.013204
21.150,35.296,0.007911
21.160,35.562,0.007589
21.170,159.129,0.016972
21.180,45.641,0.095370
21.190,324.485,0.151286
21.200,323.138,0.376341
21.210,322.745,0.163025
21.220,32.132,0.146626
21.230,32.268,0.046738
21.240,34.379,0.058011
21.250,32.234,0.015941
21.260,32.410,0.017299
21.270,32.716,0.085792
21.280,32.676,0.066706
21.290,50.380,0.058723
21.300,33.027,0.074397
21.310,33.038,0.164674
21.320,33.838,0.279312
21.330,33.970,0.538325
21.340,33.495,0.071691
21.350,54.554,0.494620
21.360,54.568,0.303607
21.370,55.314,0.296491
21.380,34.746,0.089548
21.390,34.423,0.204670
21.400,34.289,0.061643
21.410,34.356,0.205900
21.420,33.250,0.051690
21.430,32.868,0.087366
21.440,32.761,0.061382
21.450,32.907,0.325945
21.460,32.153,0.129631
21.470,32.042,0.026550
21.480,32.095,0.012116
21.490,35.544,0.026929
21.500,35.524,0.047275
21.510,35.116,0.195573
21.520,34.906,0.369940
21.530,33.599,0.020526
21.540,32.939,0.093000
21.550,32.920,0.106322
21.560,32.698,0.504213
21.570,32.668,0.075696
21.580,32.913,0.077555
21.590,33.973,0.165764
21.600,33.134,0.455022
21.610,32.606,0.024456
21.620,32.171,0.009225
21.630,32.122,0.008573
21.640,32.903,0.008642
21.650,32.419,0.038060
21.660,32.920,0.121264
21.670,32.986,0.252882
21.680,32.365,0.044113
21.690,48.704,0.030030
21.700,32.335,0.040628
21.710,33.503,0.078334
21.720,33.409,0.312443
21.730,33.583,0.470662
21.740,33.354,0.296751
21.750,32.829,0.125660
21.760,161.520,0.022123
21.770,56.438,0.058262
21.780,57.251,0.072816
21.790,34.354,0.392465
21.800,34.485,0.016857
21.810,32.061,0.032303
21.820,56.769,0.048238
21.830,54.853,0.036776
21.840,55.245,0.089198
21.850,57.864,0.010700
21.860,1322.883,0.015695
21.870,32.412,0.017713
21.880,32.319,0.039681
21.890,32.114,0.018869
21.900,33.164,0.002160
21.910,35.272,0.206850
21.920,39.781,0.532969
21.930,40.203,0.508617
21.940,39.977,0.011766
21.950,32.076,0.032096
21.960,32.396,0.044079
21.970,32.345,0.004257
21.980,44.845,0.003276
21.990,44.428,0.006037
22.000,44.313,0.014264
22.010,34.840,0.018219
22.020,35.350,0.038815
22.030,34.882,0.102228
22.040,93.663,0.275125
22.050,32.206,0.126824
22.060,32.301,0.047225
22.070,41.702,0.503437
22.080,41.538,0.547798
22.090,41.412,0.132769
22.100,54.139,0.026490
22.110,32.656,0.007550
22.120,32.091,0.210167
22.130,32.088,0.213945
22.140,32.225,0.097789
22.150,52.132,0.216791
22.160,35.467,0.132479
22.170,35.064,0.232806
22.180,34.931,0.352039
22.190,34.380,0.409666
22.200,34.990,0.331153
22.210,35.328,0.183155
22.220,35.573,0.038687
22.230,49.481,0.116967
22.240,49.555,0.060554
22.250,32.815,0.161864
22.260,33.398,0.075555
22.270,33.653,0.044539
22.280,33.384,0.149833
22.290,32.270,0.038112
22.300,32.291,0.015938
22.310,32.825,0.039713
22.320,33.209,0.165787
22.330,33.034,0.277934
22.340,32.807,0.177578
22.350,57.493,0.007655
22.360,55.133,0.011580
22.370,54.365,0.042198
22.380,55.062,0.016793
22.390,39.353,0.015575
22.400,39.191,0.019807
22.410,54.126,0.031684
22.420,33.547,0.244131
22.430,33.683,0.157016
22.440,34.065,0.107741
22.450,34.198,0.344338
22.460,33.890,0.708928
22.470,33.598,0.741686
22.480,33.896,0.531202
22.490,33.858,0.373882
22.500,33.950,0.520068
22.510,34.131,0.138643
22.520,34.717,0.047222
22.530,34.069,0.073126
22.540,1833.310,0.048977
22.550,1829.274,0.022098
22.560,1798.762,0.015493
22.570,1801.769,0.032109
22.580,43.836,0.030590
22.590,44.051,0.010050
22.600,54.063,0.013627
22.610,54.711,0.036304
22.620,1852.117,0.061774
22.630,1845.681,0.018194
22.640,1851.688,0.041741
22.650,1843.135,0.038604
22.660,1818.478,0.050294
22.670,1819.230,0.050696
22.680,32.289,0.032931
22.690,52.676,0.067455
22.700,51.741,0.247015
22.710,51.463,0.125380
22.720,32.292,0.044454
22.730,32.526,0.170229
22.740,32.307,0.148858
22.750,33.675,0.039555
22.760,33.452,0.054183
22.770,33.171,0.052882
22.780,33.486,0.071311
22.790,32.186,0.049932
22.800,32.528,0.036821
22.810,1774.001,0.023611
22.820,32.518,0.045529
22.830,32.148,0.057802
22.840,32.576,0.017255
22.850,32.905,0.012773
22.860,32.713,0.022552
22.870,32.732,0.018849
22.880,35.472,0.040016
22.890,32.411,0.022615
22.900,54.489,0.312235
22.910,54.097,0.119117
22.920,54.274,0.015925
22.930,977.934,0.010652
22.940,145.832,0.004606
22.950,35.737,0.025989
22.960,35.445,0.107341
22.970,34.982,0.404400
22.980,35.615,0.063645
22.990,55.810,0.013943
23.000,42.909,0.044830
23.010,56.311,0.025768
23.020,167.547,0.197044
23.030,164.552,0.316613
23.040,159.546,0.079863
23.050,155.259,0.138465
23.060,459.331,0.234829
23.070,452.355,0.147399
23.080,457.093,0.039550
23.090,36.390,0.145978
23.100,36.344,0.033333
23.110,453.290,0.058717
23.120,36.034,0.020994
23.130,35.956,0.091741
23.140,36.830,0.094619
23.150,32.303,0.025659
23.160,32.290,0.142132
23.170,32.289,0.150306
23.180,51.673,0.093700
23.190,51.505,0.217328
23.200,35.236,0.086301
23.210,35.889,0.164586
23.220,45.545,0.043218
23.230,82.720,0.073041
23.240,81.168,0.081118
23.250,36.384,0.161748
23.260,39.327,0.077599
23.270,40.391,0.132247
23.280,42.072,0.164958
23.290,32.427,0.004042
23.300,32.298,0.005035
23.310,49.366,0.015620
23.320,32.534,0.020351
23.330,42.768,0.076484
23.340,42.333,0.077140
23.350,41.741,0.022703
23.360,33.429,0.008193
23.370,33.028,0.006885
23.380,32.669,0.004258
23.390,32.904,0.044856
23.400,38.800,0.041391
23.410,38.834,0.247267
23.420,33.593,0.052245
23.430,33.657,0.078709
23.440,54.808,0.211646
23.450,40.407,0.015558
23.460,41.005,0.037340
23.470,32.253,0.004263
23.480,40.628,0.008060
23.490,36.234,0.038568
23.500,36.029,0.188679
23.510,34.201,0.080487
23.520,100.508,0.052613
23.530,100.025,0.016580
23.540,32.251,0.010891
23.550,32.153,0.006326
23.560,35.601,0.138233
23.570,35.593,0.350185
23.580,35.322,0.055441
23.590,39.726,0.030365
23.600,40.321,0.226130
23.610,40.446,0.224893
23.620,44.622,0.200194
23.630,45.223,0.031608
23.640,53.816,0.080776
23.650,34.209,0.022568
23.660,34.359,0.340980
23.670,33.976,0.540822
23.680,34.264,0.206732
23.690,44.060,0.211695
23.700,43.935,0.115485
23.710,57.592,0.015394
23.720,58.202,0.016153
23.730,180.112,0.015667
23.740,44.558,0.075734
23.750,36.879,0.018087
23.760,35.636,0.106926
23.770,35.220,0.108426
23.780,33.712,0.013244
23.790,32.379,0.006016
23.800,32.420,0.047379
23.810,32.471,0.147265
23.820,32.587,0.047821
23.830,32.721,0.008292
23.840,32.342,0.015540
23.850,32.229,0.018395
23.860,32.079,0.008539
23.870,32.253,0.014150
23.880,36.886,0.128826
23.890,37.169,0.388051
23.900,36.754,0.141321
23.910,32.760,0.052070
23.920,32.216,0.082687
23.930,32.228,0.038282
23.940,32.138,0.059554
23.950,32.140,0.100699
23.960,120.009,0.013321
23.970,54.731,0.030530
23.980,32.085,0.030804
23.990,59.547,0.051044
24.000,58.606,0.120985
24.010,57.969,0.117833
24.020,50.570,0.124453
24.030,50.275,0.092668
24.040,34.680,0.203777
24.050,33.137,0.078702
24.060,32.874,0.349467
24.070,38.705,0.042499
24.080,39.021,0.110765
24.090,34.937,0.231228
24.100,39.054,0.098145
24.110,44.065,0.004901
24.120,31.917,0.071339
24.130,31.874,0.147037
24.140,32.058,0.023843
24.150,41.264,0.014400
24.160,32.310,0.041044
24.170,32.135,0.174313
24.180,32.150,0.151270
24.190,32.363,0.115778
24.200,32.571,0.079180
24.210,32.659,0.123485
24.220,178.573,0.038685
24.230,179.509,0.027165
24.240,124.869,0.008786
24.250,32.713,0.279537
24.260,32.876,0.154391
24.270,161.936,0.025646
24.280,32.229,0.018448
24.290,32.287,0.017340
24.300,33.126,0.046601
24.310,33.293,0.050280
24.320,33.377,0.103908
24.330,42.111,0.037917
24.340,33.889,0.106321
24.350,33.181,0.249550
24.360,32.589,0.235014
24.370,39.709,0.103883
24.380,39.541,0.489574
24.390,39.424,0.261665
24.400,39.570,0.148872
24.410,33.063,0.025754
24.420,35.271,0.206359
24.430,34.479,0.560627
24.440,33.869,0.622081
24.450,44.728,0.155037
24.460,43.458,0.066944
24.470,43.612,0.062245
24.480,43.658,0.377972
24.490,42.992,0.128052
24.500,42.801,0.070107
24.510,42.162,0.206462
24.520,42.244,0.094095
24.530,32.543,0.513151
24.540,32.527,0.063203
24.550,31.988,0.069862
24.560,32.062,0.121855
24.570,32.460,0.133986
24.580,41.759,0.047599
24.590,45.173,0.015341
24.600,57.929,0.036673
24.610,55.825,0.013129
24.620,52.135,0.176660
24.630,51.639,0.146931
24.640,33.390,0.026717
24.650,57.987,0.007322
24.660,32.700,0.003484
24.670,55.746,0.009183
24.680,273.245,0.085519
24.690,269.386,0.063027
24.700,32.932,0.042323
24.710,49.131,0.048086
24.720,47.764,0.262778
24.730,46.478,0.114118
24.740,32.057,0.064433
24.750,32.784,0.118507
24.760,38.566,0.670880
24.770,38.798,0.096467
24.780,40.863,0.116005
24.790,40.947,0.531418
24.800,39.766,0.390988
24.810,36.325,0.154861
24.820,36.383,0.450760
24.830,35.638,0.222831
24.840,55.960,0.009876
24.850,55.725,0.007327
24.860,40.668,0.008003
24.870,32.338,0.006482
24.880,40.810,0.070997
24.890,32.356,0.106067
24.900,33.842,0.052670
24.910,47.900,0.088710
24.920,48.049,0.171815
24.930,35.419,0.297686
24.940,35.645,0.556965
24.950,36.705,0.083127
24.960,48.070,0.051893
24.970,34.514,0.174022
24.980,36.680,0.226945
24.990,36.550,0.164627
25.000,33.085,0.152993
25.010,44.463,0.159562
25.020,46.624,0.380171
25.030,46.801,0.468505
25.040,36.417,0.045290
25.050,81.662,0.024593
25.060,52.283,0.086508
25.070,51.681,0.095369
25.080,32.418,0.141494
25.090,36.051,0.052414
25.100,39.780,0.139196
25.110,39.438,0.209374
25.120,39.327,0.241122
25.130,39.917,0.094191
25.140,54.773,0.043843
25.150,33.755,0.052280
25.160,34.043,0.688984
25.170,34.441,0.728649
25.180,34.133,0.109859
25.190,33.690,0.236863
25.200,32.796,0.359889
25.210,33.021,0.162067
25.220,32.796,0.015050
25.230,32.590,0.158784
25.240,33.003,0.140379
25.250,34.523,0.342380
25.260,35.075,0.808644
25.270,35.400,0.162667
25.280,79.730,0.068359
25.290,39.152,0.030505
25.300,32.111,0.115697
25.310,35.314,0.039414
25.320,34.547,0.050659
25.330,34.317,0.171691
25.340,35.100,0.289340
25.350,35.444,0.286090
25.360,35.500,0.424329
25.370,36.281,0.195373
25.380,48.613,0.012562
25.390,33.046,0.048883
25.400,33.730,0.077858
25.410,33.384,0.028084
25.420,43.867,0.019454
25.430,55.951,0.029480
25.440,56.081,0.042675
25.450,33.999,0.273729
25.460,33.169,0.620359
25.470,32.898,0.677888
25.480,32.551,0.136551
25.490,33.630,0.066129
25.500,32.331,0.010029
25.510,32.331,0.010527
25.520,53.123,0.030113
25.530,34.283,0.256207
25.540,33.264,0.153330
25.550,32.786,0.079245
25.560,32.949,0.073418
25.570,43.644,0.144078
25.580,44.347,0.409045
25.590,43.984,0.120176
25.600,43.751,0.007048
25.610,54.052,0.093215
25.620,54.022,0.132934
25.630,46.597,0.058528
25.640,54.699,0.022321
25.650,33.124,0.039314
25.660,39.751,0.030157
25.670,39.305,0.103145
25.680,63.813,0.173419
25.690,64.397,0.044881
25.700,41.813,0.009449
25.710,33.381,0.032248
25.720,32.179,0.017207
25.730,32.363,0.022070
25.740,39.068,0.247897
25.750,38.755,0.714929
25.760,38.738,0.553746
25.770,163.791,0.142056
25.780,165.235,0.081887
25.790,173.240,0.136573
25.800,32.093,0.057811
25.810,32.079,0.041843
25.820,165.531,0.022005
25.830,154.534,0.006049
25.840,155.181,0.008497
25.850,34.647,0.076763
25.860,35.660,0.762735
25.870,36.044,0.674762
25.880,48.665,0.030408
25.890,47.454,0.121350
25.900,47.046,0.055214
25.910,32.773,0.071687
25.920,39.113,0.104233
25.930,52.450,0.101775
25.940,32.954,0.063600
25.950,32.323,0.166426
25.960,32.193,0.068369
25.970,282.181,0.016513
25.980,32.546,0.014650
25.990,32.222,0.068966
26.000,32.379,0.129558
26.010,32.694,0.041814
26.020,1029.091,0.007272
26.030,55.394,0.012867
26.040,34.061,0.059145
26.050,41.772,0.098890
26.060,32.605,0.020035
26.070,133.330,0.006569
26.080,32.198,0.019788
26.090,32.188,0.076448
26.100,32.598,0.278212
26.110,33.251,0.300229
26.120,57.069,0.048184
26.130,35.882,0.024013
26.140,33.120,0.012349
26.150,33.345,0.026276
26.160,356.025,0.060197
26.170,118.400,0.032393
26.180,1018.531,0.006131
26.190,33.280,0.007911
26.200,33.106,0.023564
26.210,32.295,0.050389
26.220,32.794,0.052788
26.230,32.370,0.035348
26.240,32.583,0.007033
26.250,41.927,0.005898
26.260,138.665,0.004136
26.270,51.831,0.017630
26.280,139.124,0.002832
26.290,33.947,0.050594
26.300,34.036,0.033426
26.310,33.468,0.024203
26.320,32.851,0.024357
26.330,32.333,0.026592
26.340,55.462,0.005727
26.350,32.379,0.001522
26.360,33.781,0.003408
26.370,33.478,0.014249
26.380,33.068,0.014857
26.390,36.148,0.035342
26.400,33.014,0.012746
26.410,33.420,0.013820
26.420,1323.098,0.008339
26.430,32.146,0.018974
26.440,1704.124,0.008166
26.450,1720.716,0.006130
26.460,32.422,0.009772
26.470,32.200,0.034214
26.480,42.795,0.019110
26.490,1100.843,0.021627
26.500,32.195,0.015810
26.510,32.457,0.015198
26.520,32.350,0.019648
26.530,33.507,0.059469
26.540,33.266,0.380043
26.550,33.002,0.177614
26.560,53.995,0.077588
26.570,36.528,0.041282
26.580,33.692,0.020358
26.590,33.936,0.593030
26.600,33.056,0.425299
26.610,32.599,0.204751
26.620,32.673,0.010872
26.630,651.401,0.037840
26.640,633.466,0.012045
26.650,32.285,0.011346
26.660,32.206,0.066301
26.670,158.857,0.242418
26.680,32.250,0.154011
26.690,54.959,0.102125
26.700,55.326,0.093978
26.710,33.414,0.346463
26.720,33.213,0.491663
26.730,32.696,0.295774
26.740,32.604,0.283838
26.750,36.219,0.140034
26.760,36.263,0.098378
26.770,438.750,0.099609
26.780,441.745,0.201345
26.790,316.521,0.064187
26.800,34.685,0.072850
26.810,38.969,0.030755
26.820,38.723,0.140515
26.830,38.789,0.023243
26.840,35.380,0.067836
26.850,32.111,0.020781
26.860,36.174,0.017968
26.870,35.833,0.013321
26.880,32.270,0.033601
26.890,54.299,0.055837
26.900,48.475,0.120675
26.910,33.619,0.017879
26.920,34.548,0.100998
26.930,38.135,0.276958
26.940,38.367,0.211056
26.950,36.749,0.198875
26.960,36.420,0.072633
26.970,158.827,0.079913
26.980,163.172,0.107224
26.990,165.560,0.343057
27.000,164.741,0.201966
27.010,64.653,0.053100
27.020,32.945,0.124350
27.030,33.719,0.641189
27.040,34.098,0.449287
27.050,35.096,0.134374
27.060,33.558,0.045900
27.070,367.269,0.035887
27.080,357.462,0.048936
27.090,1306.125,0.022898
27.100,1291.248,0.040654
27.110,1292.498,0.056007
27.120,1293.840,0.108142
27.130,1286.575,0.090295
27.140,1285.788,0.027412
27.150,1740.102,0.018161
27.160,877.733,0.018686
27.170,1175.966,0.013390
27.180,1152.073,0.003511
27.190,1105.844,0.002201
27.200,1099.951,0.002091
27.210,1086.598,0.001833
27.220,1075.984,0.001982
27.230,1064.926,0.002732
27.240,1061.573,0.001613
27.250,1980.909,0.004123
27.260,1980.523,0.011997
27.270,1984.160,0.018590
27.280,1976.397,0.017919
27.290,1964.078,0.019546
27.300,1956.520,0.010808
27.310,1945.975,0.004024
27.320,1942.398,0.005896
27.330,1932.242,0.004061
27.340,1925.513,0.002690
27.350,1926.127,0.002488
27.360,1404.995,0.003666
27.370,1404.811,0.003121
27.380,1416.703,0.002238
27.390,976.793,0.002912
27.400,1317.569,0.004544
27.410,1940.254,0.024548
27.420,1966.499,0.045542
27.430,1970.654,0.032881
27.440,1970.165,0.032525
27.450,1302.914,0.008475
27.460,1929.488,0.005683
27.470,1926.462,0.008031
27.480,1924.256,0.015127
27.490,1922.465,0.004252
27.500,971.307,0.003179
27.510,977.222,0.003855
27.520,54.569,0.013078
27.530,1333.460,0.016554
27.540,1340.182,0.012708
27.550,554.120,0.011516
27.560,1292.304,0.012314
27.570,1312.205,0.026007
27.580,1313.517,0.045179
27.590,1313.830,0.031419
27.600,1312.286,0.044265
27.610,657.652,0.050258
27.620,657.473,0.057895
27.630,658.297,0.051594
27.640,658.574,0.049259
27.650,1178.046,0.056545
27.660,1172.255,0.069445
27.670,1163.432,0.027790
27.680,1156.495,0.014363
27.690,1155.365,0.005381
27.700,1135.129,0.001958
27.710,553.537,0.001117
27.720,546.810,0.000958
27.730,1083.401,0.001466
27.740,1073.109,0.001547
27.750,1405.309,0.001836
27.760,1059.235,0.001560
27.770,1053.570,0.001455
27.780,1982.008,0.001639
27.790,1974.845,0.002296
27.800,1962.807,0.002915
27.810,1958.529,0.003716
27.820,1955.060,0.005518
27.830,1948.443,0.003935
27.840,1936.942,0.006093
27.850,1917.404,0.003281
27.860,1891.787,0.002177
27.870,1864.233,0.001054
27.880,1852.747,0.000539
27.890,1778.337,0.000475
27.900,1762.446,0.001269
27.910,1167.469,0.004144
27.920,1729.827,0.008433
27.930,1712.475,0.023876
27.940,1703.502,0.029264
27.950,1691.659,0.018949
27.960,1679.037,0.009049
27.970,1660.294,0.005962
27.980,1658.384,0.003317
27.990,1121.486,0.002436
28.000,583.118,0.010632
28.010,587.693,0.021756
28.020,587.974,0.017863
28.030,1053.495,0.009797
28.040,1050.961,0.010887
28.050,1045.941,0.011953
28.060,1043.558,0.019260
28.070,1041.005,0.022104
28.080,1037.722,0.013773
28.090,1028.787,0.009427
28.100,998.820,0.007270
28.110,981.021,0.006098
28.120,1453.178,0.010316
28.130,1447.448,0.028964
28.140,1443.786,0.029830
28.150,393.168,0.007895
28.160,721.772,0.005291
28.170,954.289,0.015253
28.180,1001.920,0.022392
28.190,1004.703,0.042622
28.200,1083.003,0.024009
28.210,1071.260,0.017352
28.220,1951.639,0.012715
28.230,1956.800,0.023179
28.240,1979.913,0.083863
28.250,1982.307,0.122186
28.260,1977.009,0.035823
28.270,979.114,0.006352
28.280,1971.411,0.011736
28.290,1977.543,0.065396
28.300,1982.483,0.089848
28.310,1977.992,0.014618
28.320,1963.543,0.014880
28.330,978.716,0.013099
28.340,1970.520,0.024562
28.350,1981.782,0.119415
28.360,1982.071,0.045836
28.370,1973.776,0.016740
28.380,1960.568,0.008771
28.390,1959.953,0.031607
28.400,1976.657,0.088029
28.410,1974.458,0.041155
28.420,1962.169,0.009946
28.430,973.864,0.007804
28.440,973.669,0.014449
28.450,1958.113,0.016927
28.460,1960.306,0.010972
28.470,1955.643,0.004983
28.480,1943.121,0.002989
28.490,974.251,0.008021
28.500,1954.431,0.010707
28.510,1954.221,0.006546
28.520,1953.821,0.005779
28.530,976.270,0.007135
28.540,1954.394,0.011757
28.550,1958.982,0.028960
28.560,1962.847,0.040393
28.570,1964.047,0.037057
28.580,1958.110,0.007743
28.590,976.033,0.003734
28.600,978.434,0.012310
28.610,1960.503,0.018656
28.620,1955.647,0.004442
28.630,1057.952,0.003419
28.640,1966.538,0.004883
28.650,1970.889,0.007719
28.660,1969.772,0.015826
28.670,1976.821,0.032503
28.680,1978.145,0.012265
28.690,1972.326,0.002866
28.700,1299.702,0.005200
28.710,1181.136,0.041347
28.720,1169.020,0.028201
28.730,1164.872,0.014698
28.740,45.143,0.034854
28.750,53.690,0.016247
28.760,33.503,0.020371
28.770,35.250,0.015032
28.780,177.879,0.019735
28.790,176.522,0.013647
28.800,33.754,0.003983
28.810,33.569,0.026072
28.820,33.313,0.006638
28.830,1247.102,0.012846
28.840,1283.182,0.014426
28.850,1303.003,0.009639
28.860,1321.416,0.008231
28.870,34.614,0.007920
28.880,34.270,0.005153
28.890,32.227,0.004568
28.900,967.385,0.004935
28.910,991.260,0.016662
28.920,1968.491,0.012777
28.930,687.092,0.008962
28.940,1262.113,0.008388
28.950,1252.246,0.006461
28.960,44.079,0.005691
28.970,32.249,0.003723
28.980,32.292,0.004813
28.990,33.116,0.010866
29.000,32.432,0.011200
29.010,1301.213,0.013254
29.020,39.437,0.057335
29.030,39.533,0.307359
29.040,39.560,0.048310
29.050,32.734,0.004946
29.060,1870.786,0.008414
29.070,34.006,0.009696
29.080,32.333,0.007061
29.090,1140.699,0.006467
29.100,1138.374,0.006211
29.110,1162.390,0.005649
29.120,1217.878,0.005589
29.130,1245.750,0.026072
29.140,1325.446,0.023961
29.150,1338.809,0.017011
29.160,1342.460,0.008901
29.170,1213.785,0.006868
29.180,50.107,0.002529
29.190,44.506,0.011798
29.200,1269.594,0.017517
29.210,32.336,0.014603
29.220,1276.602,0.012075
29.230,1962.024,0.006479
29.240,32.247,0.009578
29.250,32.225,0.006598
29.260,53.916,0.014509
29.270,54.253,0.021288
29.280,1854.250,0.016984
29.290,55.141,0.018052
29.300,1848.122,0.008553
29.310,1850.200,0.009095
29.320,1849.808,0.023487
29.330,1853.373,0.008826
29.340,1233.684,0.015775
29.350,1310.929,0.013098
29.360,1238.404,0.011701
29.370,43.344,0.005183
29.380,43.207,0.016257
29.390,33.411,0.021057
29.400,55.874,0.021177
29.410,55.648,0.010500
29.420,35.680,0.028543
29.430,41.992,0.020931
29.440,41.782,0.030247
29.450,284.822,0.043366
29.460,33.656,0.082906
29.470,40.458,0.263954
29.480,41.534,0.073670
29.490,43.937,0.174901
29.500,46.219,0.144352
29.510,48.193,0.211281
29.520,32.292,0.150864
29.530,32.303,0.030948
29.540,156.618,0.034723
29.550,39.099,0.151391
29.560,37.528,0.176097
29.570,36.524,0.215314
29.580,35.447,0.051196
29.590,33.447,0.009681
29.600,133.817,0.008066
29.610,893.468,0.037914
29.620,32.230,0.142110
29.630,32.227,0.117504
29.640,32.233,0.079146
29.650,32.212,0.097139
29.660,32.017,0.189440
29.670,33.085,0.067301
29.680,35.182,0.053349
29.690,33.791,0.085962
29.700,32.405,0.012440
29.710,32.370,0.009436
29.720,54.256,0.006969
29.730,43.788,0.069095
29.740,33.464,0.085508
29.750,42.444,0.091745
29.760,42.325,0.192090
29.770,32.219,0.081227
29.780,32.418,0.090894
29.790,43.436,0.021777
29.800,35.260,0.021414
29.810,34.213,0.032303
29.820,35.375,0.138387
29.830,34.950,0.158026
29.840,34.726,0.226449
29.850,42.060,0.047628
29.860,42.417,0.025734
29.870,32.167,0.033222
29.880,32.073,0.073767
29.890,32.234,0.031085
29.900,40.734,0.024704
29.910,40.578,0.062102
29.920,54.150,0.008924
29.930,54.855,0.023361
29.940,33.312,0.032335
29.950,32.948,0.018033
29.960,55.010,0.097002
29.970,34.909,0.153659
29.980,35.920,0.294083
29.990,36.521,0.394887
30.000,36.512,0.047442
30.010,35.654,0.153618
30.020,34.038,0.035544
30.030,33.735,0.121255
30.040,34.216,0.078234
30.050,34.117,0.071671
30.060,53.340,0.044466
30.070,37.639,0.023710
30.080,37.807,0.009698
30.090,39.934,0.027429
30.100,39.726,0.028371
30.110,43.403,0.007543
30.120,54.928,0.002277
30.130,1328.827,0.002246
30.140,34.160,0.007066
30.150,132.501,0.006909
30.160,32.616,0.022116
30.170,48.957,0.017401
30.180,1238.047,0.009954
30.190,1243.458,0.009179
30.200,50.186,0.019373
30.210,32.239,0.072537
30.220,54.012,0.031567
30.230,32.406,0.011829
30.240,35.567,0.082921
30.250,32.231,0.037262
30.260,54.274,0.013247
30.270,54.563,0.015650
30.280,33.092,0.015652
30.290,33.649,0.056789
30.300,33.639,0.013392
30.310,34.555,0.050388
30.320,35.159,0.098204
30.330,33.547,0.088664
30.340,33.145,0.161655
30.350,54.322,0.092443
30.360,270.360,0.087128
30.370,34.691,0.099120
30.380,35.490,0.177368
30.390,153.474,0.015291
30.400,154.321,0.033003
30.410,32.235,0.081966
30.420,32.639,0.097113
30.430,43.170,0.023367
30.440,33.902,0.066440
30.450,32.749,0.166692
30.460,32.138,0.094646
30.470,51.310,0.015611
30.480,45.104,0.011465
30.490,39.128,0.049569
30.500,32.979,0.008622
30.510,54.760,0.010271
30.520,36.557,0.051737
30.530,40.380,0.013683
30.540,41.961,0.057781
30.550,50.900,0.043904
30.560,51.337,0.054364
30.570,51.707,0.070097
30.580,33.896,0.101375
30.590,42.831,0.028310
30.600,43.316,0.027387
30.610,34.979,0.161742
30.620,36.241,0.064756
30.630,32.821,0.363793
30.640,50.357,0.017004
30.650,50.028,0.030179
30.660,32.238,0.009329
30.670,32.212,0.008982
30.680,591.638,0.005022
30.690,54.861,0.003818
30.700,33.987,0.073066
30.710,33.741,0.750676
30.720,33.824,0.603549
30.730,33.497,0.433374
30.740,33.679,0.190034
30.750,34.319,0.105264
30.760,36.436,0.063024
30.770,33.116,0.020306
30.780,34.506,0.012066
30.790,53.785,0.018490
30.800,36.230,0.098666
30.810,35.624,0.073219
30.820,34.080,0.191164
30.830,34.101,0.558999
30.840,34.334,0.178520
30.850,49.159,0.124597
30.860,34.483,0.174189
30.870,37.764,0.021320
30.880,32.452,0.062619
30.890,36.906,0.128190
30.900,36.878,0.138768
30.910,36.655,0.074431
30.920,35.206,0.041380
30.930,33.689,0.180484
30.940,33.097,0.553055
30.950,33.216,0.064691
30.960,33.483,0.116996
30.970,32.466,0.062684
30.980,393.878,0.036265
30.990,394.477,0.031300
31.000,34.257,0.026105
31.010,34.193,0.170231
31.020,40.033,0.029370
31.030,43.882,0.024189
31.040,173.205,0.078413
31.050,55.777,0.323485
31.060,34.303,0.314276
31.070,33.651,0.121445
31.080,44.618,0.079003
31.090,44.544,0.122538
31.100,43.897,0.218210
31.110,32.093,0.086033
31.120,31.909,0.104288
31.130,32.142,0.214983
31.140,32.211,0.158021
31.150,36.723,0.335459
31.160,36.473,0.581602
31.170,34.565,0.385821
31.180,33.341,0.492172
31.190,33.084,0.205084
31.200,39.084,0.225629
31.210,41.492,0.033423
31.220,40.970,0.071966
31.230,32.365,0.012714
31.240,32.171,0.024784
31.250,32.184,0.010865
31.260,54.365,0.001894
31.270,49.445,0.067063
31.280,49.037,0.186579
31.290,35.015,0.148788
31.300,34.799,0.169006
31.310,35.293,0.075534
31.320,32.849,0.023393
31.330,32.245,0.019602
31.340,46.410,0.011906
31.350,44.060,0.087566
31.360,32.149,0.190597
31.370,32.155,0.412074
31.380,32.389,0.347731
31.390,34.886,0.574242
31.400,34.849,0.915543
31.410,34.777,0.880790
31.420,34.813,0.485718
31.430,34.811,0.381128
31.440,35.752,0.370434
31.450,48.950,0.025840
31.460,52.323,0.050598
31.470,54.786,0.139562
31.480,54.716,0.218033
31.490,54.411,0.098630
31.500,166.919,0.082043
31.510,173.196,0.213298
31.520,59.050,0.172518
31.530,59.257,0.287563
31.540,31.997,0.171166
31.550,34.231,0.097976
31.560,33.270,0.204230
31.570,33.010,0.088639
31.580,32.691,0.734845
31.590,32.369,0.543557
31.600,32.208,0.507371
31.610,37.554,0.021862
31.620,36.460,0.263997
31.630,35.594,0.082068
31.640,48.753,0.358643
31.650,42.388,0.126873
